label,data,lowercase,mapping_dict,remove_non_alphabet,no_whitespace,no_punctuation,standardized_word,stopwords,tokenized
sadness,Teu wasa ningal foto2.. Asa nyelekit pisan kana hate..,teu wasa ningal foto2.. asa nyelekit pisan kana hate..,teu wasa ningal foto2.. asa nyelekit pisan kana hate..,teu wasa ningal foto    asa nyelekit pisan kana hate  ,teu wasa ningal foto asa nyelekit pisan kana hate ,teu wasa ningal foto asa nyelekit pisan kana hate ,teu wasa ningal foto asa nyelekit pisan kana hate,teu wasa ningal foto nyelekit kana hate,"['teu', 'wasa', 'ningal', 'foto', 'nyelekit', 'kana', 'hate']"
anger,Indihome teh kunaon anying padahal anyar mayar goblog teh tapi lemot pisan ih tai,indihome teh kunaon anying padahal anyar mayar goblog teh tapi lemot pisan ih tai,indihome teh kunaon anjing padahal anyar mayar goblog teh tapi lemot pisan ih tai,indihome teh kunaon anjing padahal anyar mayar goblog teh tapi lemot pisan ih tai,indihome teh kunaon anjing padahal anyar mayar goblog teh tapi lemot pisan ih tai,indihome teh kunaon anjing padahal anyar mayar goblog teh tapi lemot pisan ih tai,indihome teh kunaon anjing padahal anyar mayar goblog teh tapi lemot pisan ih tai,indihome anyar mayar lemot,"['indihome', 'anyar', 'mayar', 'lemot']"
anger,Ari jadi jelma ulah sok BALAGA bisi teu boga BARAYA,ari jadi jelma ulah sok balaga bisi teu boga baraya,ari jadi jelma ulah sok balaga bisi teu boga baraya,ari jadi jelma ulah sok balaga bisi teu boga baraya,ari jadi jelma ulah sok balaga bisi teu boga baraya,ari jadi jelma ulah sok balaga bisi teu boga baraya,ari jadi jelma ulah sok balaga bisi teu boga baraya,jadi jelma ulah balaga bisi teu boga baraya,"['jadi', 'jelma', 'ulah', 'balaga', 'bisi', 'teu', 'boga', 'baraya']"
fear,Rada muringkak bulu punuk menonton Ruqyah: The Exorcism,rada muringkak bulu punuk menonton ruqyah: the exorcism,rada muringkak bulu punuk menonton ruqyah: the exorcism,rada muringkak bulu punuk menonton ruqyah  the exorcism,rada muringkak bulu punuk menonton ruqyah the exorcism,rada muringkak bulu punuk menonton ruqyah the exorcism,rada muringkak bulu punuk menonton ruqyah eta the exorcism,rada muringkak bulu punuk menonton ruqyah the exorcism,"['rada', 'muringkak', 'bulu', 'punuk', 'menonton', 'ruqyah', 'the', 'exorcism']"
joy,"Asa bungah ningali si markus,baihakki,pablo cicing d bench..Hahahakan siah da maraneh mah butut maenna","asa bungah ningali si markus,baihakki,pablo cicing d bench..hahahakan siah da maraneh mah butut maenna","asa bungah ningali si markus,baihaqi,pablo cicing d bench..hahahakan siah da maraneh mah butut maenna",asa bungah ningali si markus baihaqi pablo cicing d bench  hahahakan siah da maraneh mah butut maenna,asa bungah ningali si markus baihaqi pablo cicing d bench hahahakan siah da maraneh mah butut maenna,asa bungah ningali si markus baihaqi pablo cicing d bench hahahakan siah da maraneh mah butut maenna,asa bungah ningali si markus baihaqi pablo cicing d bench hahahakan siah da maraneh mah butut maenna,bungah ningali markus pablo cicing d bench hahahakan siah maraneh butut,"['bungah', 'ningali', 'markus', 'pablo', 'cicing', 'd', 'bench', 'hahahakan', 'siah', 'maraneh', 'butut']"
fear,Eh aingmah meuni serem :( jadi sieun nganterkeun deui hahaha tapi emang keeung si daerah diya mah -_- hawa na beda,eh aingmah meuni serem :( jadi sieun nganterkeun deui hahaha tapi emang keeung si daerah diya mah -_- hawa na beda,eh aingmah meuni serem :( jadi sieun nganterkeun deui hahaha tapi emang keeung si daerah diya mah -_- hawa na beda,eh aingmah meuni serem    jadi sieun nganterkeun deui hahaha tapi emang keeung si daerah diya mah     hawa na beda,eh aingmah meuni serem jadi sieun nganterkeun deui hahaha tapi emang keeung si daerah diya mah hawa na beda,eh aingmah meuni serem jadi sieun nganterkeun deui hahaha tapi emang keeung si daerah diya mah hawa na beda,eh aingmah meuni serem jadi sieun nganterkeun deui hahaha tapi emang keeung si daerah diya mah hawa na beda,eh aingmah meuni serem jadi sieun nganterkeun emang daerah diya hawa beda,"['eh', 'aingmah', 'meuni', 'serem', 'jadi', 'sieun', 'nganterkeun', 'emang', 'daerah', 'diya', 'hawa', 'beda']"
joy,Ini ponakan2 aku meuni lucu kalau dijual laku berapa ya ?,ini ponakan2 aku meuni lucu kalau dijual laku berapa ya ?,ini ponakan2 aku meuni lucu kalau dijual laku berapa ya ?,ini ponakan  aku meuni lucu kalau dijual laku berapa ya  ,ini ponakan aku meuni lucu kalau dijual laku berapa ya ,ini ponakan aku meuni lucu kalau dijual laku berapa ya ,ini ponakan aku meuni lucu kalau dijual laku berapa ya,ponakan meuni lucu dijual laku,"['ponakan', 'meuni', 'lucu', 'dijual', 'laku']"
sadness,Aduh karunya kiyeu cs Abi kabanjiran modol ge Kedah ka pabrik,aduh karunya kiyeu cs abi kabanjiran modol ge kedah ka pabrik,aduh karunya kiyeu cs abi kabanjiran modol ge kedah ka pabrik,aduh karunya kiyeu cs abi kabanjiran modol ge kedah ka pabrik,aduh karunya kiyeu cs abi kabanjiran modol ge kedah ka pabrik,aduh karunya kiyeu cs abi kabanjiran modol ge kedah ka pabrik,aduh karunya kiyeu cs abi kabanjiran modol ge kedah ka pabrik,karunya kiyeu cs kabanjiran modol kedah pabrik,"['karunya', 'kiyeu', 'cs', 'kabanjiran', 'modol', 'kedah', 'pabrik']"
joy,Alhamdulillah.. Hatur nuhun gusti!! Hatur nuhun sib!! Hatur nuhun bobotoh!! PERSIB AING JUARA DEUI!,alhamdulillah.. hatur nuhun gusti!! hatur nuhun sib!! hatur nuhun bobotoh!! persib aing juara deui!,alhamdulilahh.. hatur nuhun gusti!! hatur nuhun sib!! hatur nuhun bobotoh!! persib aing juara deui!,alhamdulilahh   hatur nuhun gusti   hatur nuhun sib   hatur nuhun bobotoh   persib aing juara deui ,alhamdulilahh hatur nuhun gusti hatur nuhun sib hatur nuhun bobotoh persib aing juara deui ,alhamdulilahh hatur nuhun gusti hatur nuhun sib hatur nuhun bobotoh persib aing juara deui ,alhamdulilahh hatur nuhun hatur nuhun gusti hatur nuhun hatur nuhun sib hatur nuhun hatur nuhun bobotoh persib aing juara deui,alhamdulilahh hatur nuhun hatur nuhun hatur nuhun hatur nuhun sib hatur nuhun hatur nuhun persib,"['alhamdulilahh', 'hatur', 'nuhun', 'hatur', 'nuhun', 'hatur', 'nuhun', 'hatur', 'nuhun', 'sib', 'hatur', 'nuhun', 'hatur', 'nuhun', 'persib']"
joy,hahaha ajig nuhun pisan ieu abi ngabarakatak,hahaha ajig nuhun pisan ieu abi ngabarakatak,hahaha ajig nuhun pisan ieu abi ngabarakatak,hahaha ajig nuhun pisan ieu abi ngabarakatak,hahaha ajig nuhun pisan ieu abi ngabarakatak,hahaha ajig nuhun pisan ieu abi ngabarakatak,hahaha ajig hatur nuhun pisan ieu abi ngabarakatak,hatur nuhun ngabarakatak,"['hatur', 'nuhun', 'ngabarakatak']"
fear,Sarieun yaa awloh ningal nu tabrakan,sarieun yaa awloh ningal nu tabrakan,sarieun yaa awloh ningal nu tabrakan,sarieun yaa awloh ningal nu tabrakan,sarieun yaa awloh ningal nu tabrakan,sarieun yaa awloh ningal nu tabrakan,sarieun yaa awloh ningal nu boga tabrakan,sarieun awloh ningal boga tabrakan,"['sarieun', 'awloh', 'ningal', 'boga', 'tabrakan']"
anger,"Bumi memang tidak memiliki pojok,tapi naha aing tiap neleu beunget sia meni hayang nonjok","bumi memang tidak memiliki pojok,tapi naha aing tiap neleu beunget sia meni hayang nonjok","bumi memang tidak memiliki pojok,tapi naha aing tiap neleu beunget sia meni hayang nonjok",bumi memang tidak memiliki pojok tapi naha aing tiap neleu beunget sia meni hayang nonjok,bumi memang tidak memiliki pojok tapi naha aing tiap neleu beunget sia meni hayang nonjok,bumi memang tidak memiliki pojok tapi naha aing tiap neleu beunget sia meni hayang nonjok,bumi memang tidak memiliki pojok tapi naha aing tiap neleu beunget sia meni hayang nonjok,bumi memiliki pojok neleu beunget hayang nonjok,"['bumi', 'memiliki', 'pojok', 'neleu', 'beunget', 'hayang', 'nonjok']"
joy,"Demi Alloh lega pisan.. Plong se'edan2nya. Nuhun gusti, nuhun Persib, nuhuuunn..!","demi alloh lega pisan.. plong se'edan2nya. nuhun gusti, nuhun persib, nuhuuunn..!","demi kabehah lega pisan.. plong se'edan2nya. nuhun gusti, nuhun persib, nuhun..!",demi kabehah lega pisan   plong se edan nya  nuhun gusti  nuhun persib  nuhun   ,demi kabehah lega pisan plong se edan nya nuhun gusti nuhun persib nuhun ,demi kabehah lega pisan plong se edan nya nuhun gusti nuhun persib nuhun ,demi kabehah lega pisan plong se edan nya hatur nuhun gusti hatur nuhun persib hatur nuhun,kabehah lega plong hatur nuhun hatur nuhun persib hatur nuhun,"['kabehah', 'lega', 'plong', 'hatur', 'nuhun', 'hatur', 'nuhun', 'persib', 'hatur', 'nuhun']"
anger,"punten pisan anjing babangus dijagi, da sia teh lain jelema nu pang leresna :)))","punten pisan anjing babangus dijagi, da sia teh lain jelema nu pang leresna :)))","punten pisan anjing babangus dijagi, da sia teh lain jelema nu pang leresna :)))",punten pisan anjing babangus dijagi  da sia teh lain jelema nu pang leresna     ,punten pisan anjing babangus dijagi da sia teh lain jelema nu pang leresna ,punten pisan anjing babangus dijagi da sia teh lain jelema nu pang leresna ,punten pisan anjing babangus dijagi da sia teh lain jelema nu boga pang leresna,punten babangus dijagi boga pang leresna,"['punten', 'babangus', 'dijagi', 'boga', 'pang', 'leresna']"
sadness,"sakur tiasa ngahelas :( deudeuh teuing jang ,, sing sabar nya kasep :)","sakur tiasa ngahelas :( deudeuh teuing jang ,, sing sabar nya kasep :)","sakur tiasa ngahelas :( deudeuh teuing jang ,, sing sabar nya kasep :)",sakur tiasa ngahelas    deudeuh teuing jang    sing sabar nya kasep   ,sakur tiasa ngahelas deudeuh teuing jang sing sabar nya kasep ,sakur tiasa ngahelas deudeuh teuing jang sing sabar nya kasep ,sakur tiasa ngahelas deudeuh teuing jang sing saha sabar nya kasep,sakur tiasa ngahelas deudeuh jang sing sabar kasep,"['sakur', 'tiasa', 'ngahelas', 'deudeuh', 'jang', 'sing', 'sabar', 'kasep']"
joy,Aya weh pikaserieun na teh ieu bobotoh,aya weh pikaserieun na teh ieu bobotoh,aya weh pikaserieun na teh ieu bobotoh,aya weh pikaserieun na teh ieu bobotoh,aya weh pikaserieun na teh ieu bobotoh,aya weh pikaserieun na teh ieu bobotoh,aya weh pikaserieun na teh ieu bobotoh,aya pikaserieun,"['aya', 'pikaserieun']"
joy,Abdi meuni bungah pisan poe iue,abdi meuni bungah pisan poe iue,abdi meuni bungah pisan poe iue,abdi meuni bungah pisan poe iue,abdi meuni bungah pisan poe iue,abdi meuni bungah pisan poe iue,abdi meuni bungah pisan poe iue,abdi meuni bungah poe iue,"['abdi', 'meuni', 'bungah', 'poe', 'iue']"
anger,"Wayahna Bobotoh kudu nga UnSubscribePersib kieu carana mah, Bobotoh diancam live batal Mun subscriberna teu 700k? Balik ancam deui Weh UnSubscribe akun Persib! Slogan Bobotoh adalah nafas dikartu member Persib teh liang waduk! Nu Aya cekik nafas Bobotoh!","wayahna bobotoh kudu nga unsubscribepersib kieu carana mah, bobotoh diancam live batal mun subscriberna teu 700k? balik ancam deui weh unsubscribe akun persib! slogan bobotoh adalah nafas dikartu member persib teh liang waduk! nu aya cekik nafas bobotoh!","wayahna bobotoh kudu nga unsubscribepersib kieu carana mah, bobotoh diancam live batal mun subscriberna teu 700k? balik ancam deui weh unsubscribe akun persib! slogan bobotoh adalah nafas dikartu member persib teh liang waduk! nu aya cekik nafas bobotoh!",wayahna bobotoh kudu nga unsubscribepersib kieu carana mah  bobotoh diancam live batal mun subscriberna teu    k  balik ancam deui weh unsubscribe akun persib  slogan bobotoh adalah nafas dikartu member persib teh liang waduk  nu aya cekik nafas bobotoh ,wayahna bobotoh kudu nga unsubscribepersib kieu carana mah bobotoh diancam live batal mun subscriberna teu k balik ancam deui weh unsubscribe akun persib slogan bobotoh adalah nafas dikartu member persib teh liang waduk nu aya cekik nafas bobotoh ,wayahna bobotoh kudu nga unsubscribepersib kieu carana mah bobotoh diancam live batal mun subscriberna teu k balik ancam deui weh unsubscribe akun persib slogan bobotoh adalah nafas dikartu member persib teh liang waduk nu aya cekik nafas bobotoh ,wayahna bobotoh kudu nga unsubscribepersib kieu carana mah bobotoh diancam live batal mun subscriberna teu k balik ancam deui weh unsubscribe akun persib slogan bobotoh adalah nafas dikartu member persib teh liang waduk nu boga aya cekik nafas bobotoh,wayahna kudu nga unsubscribepersib carana diancam live batal subscriberna teu k balik ancam unsubscribe akun persib slogan nafas dikartu member persib liang waduk boga aya cekik nafas,"['wayahna', 'kudu', 'nga', 'unsubscribepersib', 'carana', 'diancam', 'live', 'batal', 'subscriberna', 'teu', 'k', 'balik', 'ancam', 'unsubscribe', 'akun', 'persib', 'slogan', 'nafas', 'dikartu', 'member', 'persib', 'liang', 'waduk', 'boga', 'aya', 'cekik', 'nafas']"
fear,sararieun kieu gara gara covid-19,sararieun kieu gara gara covid-19,sararieun kieu gara gara covid-19,sararieun kieu gara gara covid   ,sararieun kieu gara gara covid ,sararieun kieu gara gara covid ,sararieun kieu gara gara covid,sararieun gara gara covid,"['sararieun', 'gara', 'gara', 'covid']"
sadness,haaaa hampura abis prihatin beuki dieu beuki nambahan,haaaa hampura abis prihatin beuki dieu beuki nambahan,haaaa hampura abis prihatin beuki dieu beuki nambahan,haaaa hampura abis prihatin beuki dieu beuki nambahan,haaaa hampura abis prihatin beuki dieu beuki nambahan,haaaa hampura abis prihatin beuki dieu beuki nambahan,haaaa hampura abis prihatin beuki dieu beuki nambahan,hampura abis prihatin beuki beuki nambahan,"['hampura', 'abis', 'prihatin', 'beuki', 'beuki', 'nambahan']"
fear,Cangcang geura duh talian pake rante gembok we meh teu leungit! Meuni asa hariwang pisan nyindir batur,cangcang geura duh talian pake rante gembok we meh teu leungit! meuni asa hariwang pisan nyindir batur,cangcang geura duh talian pake rante gembok we meh teu leungit! meuni asa hariwang pisan nyindir batur,cangcang geura duh talian pake rante gembok we meh teu leungit  meuni asa hariwang pisan nyindir batur,cangcang geura duh talian pake rante gembok we meh teu leungit meuni asa hariwang pisan nyindir batur,cangcang geura duh talian pake rante gembok we meh teu leungit meuni asa hariwang pisan nyindir batur,cangcang geura-giru duh talian pake rante gembok we meh teu leungit meuni asa hariwang pisan nyindir batur,cangcang geura-giru talian pake rante gembok meh teu leungit meuni hariwang nyindir batur,"['cangcang', 'geura-giru', 'talian', 'pake', 'rante', 'gembok', 'meh', 'teu', 'leungit', 'meuni', 'hariwang', 'nyindir', 'batur']"
joy,"alhamdulillah ngiring bingah ningali anjeunna tos seperti biasa deui, nuhun gusti...","alhamdulillah ngiring bingah ningali anjeunna tos seperti biasa deui, nuhun gusti...","alhamdulilahh ngiring bingah ningali anjeunna tos seperti biasa deui, nuhun gusti...",alhamdulilahh ngiring bingah ningali anjeunna tos seperti biasa deui  nuhun gusti   ,alhamdulilahh ngiring bingah ningali anjeunna tos seperti biasa deui nuhun gusti ,alhamdulilahh ngiring bingah ningali anjeunna tos seperti biasa deui nuhun gusti ,alhamdulilahh ngiring bingah ningali anjeunna tos seperti biasa deui hatur nuhun gusti,alhamdulilahh ngiring bingah ningali anjeunna tos hatur nuhun,"['alhamdulilahh', 'ngiring', 'bingah', 'ningali', 'anjeunna', 'tos', 'hatur', 'nuhun']"
fear,Pengen ke kons butuh internet tapi da sieun,pengen ke kons butuh internet tapi da sieun,pengen ke kons butuh internet tapi da sieun,pengen ke kons butuh internet tapi da sieun,pengen ke kons butuh internet tapi da sieun,pengen ke kons butuh internet tapi da sieun,pengen ke kons butuh internet tapi da sieun,pengen kons butuh internet sieun,"['pengen', 'kons', 'butuh', 'internet', 'sieun']"
sadness,"euy nalangsa gini hidup teh pengen keluar jalanjalan tp maenya sorangan kabogoh eweh, babaturan eweh, karunya pisan nya aku","euy nalangsa gini hidup teh pengen keluar jalanjalan tp maenya sorangan kabogoh eweh, babaturan eweh, karunya pisan nya aku","euy nalangsa gini hidup teh pengen keluar jalanjalan tp maenya sorangan kabogoh eweh, babaturan eweh, karunya pisan nya aku",euy nalangsa gini hidup teh pengen keluar jalanjalan tp maenya sorangan kabogoh eweh  babaturan eweh  karunya pisan nya aku,euy nalangsa gini hidup teh pengen keluar jalanjalan tp maenya sorangan kabogoh eweh babaturan eweh karunya pisan nya aku,euy nalangsa gini hidup teh pengen keluar jalanjalan tp maenya sorangan kabogoh eweh babaturan eweh karunya pisan nya aku,euy nalangsa gini hidup teh pengen keluar jalanjalan tp maenya sorangan kabogoh eweh babaturan eweh karunya pisan nya aku,nalangsa gini hidup pengen jalanjalan tp maenya sorangan kabogoh eweh babaturan eweh karunya,"['nalangsa', 'gini', 'hidup', 'pengen', 'jalanjalan', 'tp', 'maenya', 'sorangan', 'kabogoh', 'eweh', 'babaturan', 'eweh', 'karunya']"
anger,Atuh titah saha tangkurak sia mantog kaditu? Omongna sia diundang raja Salman jeung boga visa unlimited...hiiih jd ngegasss wae aing ku jurig jarian iyeu teh,atuh titah saha tangkurak sia mantog kaditu? omongna sia diundang raja salman jeung boga visa unlimited...hiiih jd ngegasss wae aing ku jurig jarian iyeu teh,atuh titah saha tangkurak sia mantog kaditu? omongna sia diundang raja salman jeung boga visa unlimited...hiih jd rungsing wae aing ku jurig jarian iyeu teh,atuh titah saha tangkurak sia mantog kaditu  omongna sia diundang raja salman jeung boga visa unlimited   hiih jd rungsing wae aing ku jurig jarian iyeu teh,atuh titah saha tangkurak sia mantog kaditu omongna sia diundang raja salman jeung boga visa unlimited hiih jd rungsing wae aing ku jurig jarian iyeu teh,atuh titah saha tangkurak sia mantog kaditu omongna sia diundang raja salman jeung boga visa unlimited hiih jd rungsing wae aing ku jurig jarian iyeu teh,atuh titah saha tangkurak sia mantog kaditu omongna sia diundang raja salman jeung boga visa unlimited hiih jd rungsing wae aing ku jurig jarian iyeu teh,titah tangkurak mantog kaditu omongna diundang raja salman boga visa unlimited hiih jd jurig jarian,"['titah', 'tangkurak', 'mantog', 'kaditu', 'omongna', 'diundang', 'raja', 'salman', 'boga', 'visa', 'unlimited', 'hiih', 'jd', 'jurig', 'jarian']"
